"Net","Sta","Lat [°]","Lon [°]","Elev [m]","Open","Rest.","Country","Station Name","Affiliation","Start","End","Info"
"CH","SCOD","46.4705 N","7.1287 E","923","Yes","No","Switzerland","ChÃ¢teau-dâ€™Oex","Swiss Seismological Service","2016","-","details"
"CH","SCOU","46.8540 N","7.1037 E","600","Yes","No","Switzerland","Cournillens","Swiss Seismological Service","2008","-","details"
"CH","SCUC","46.7980 N","10.3038 E","1230","Yes","No","Switzerland","Scuol-Clozza","Swiss Seismological Service","2005","-","details"
"CH","SCUG","46.8561 N","9.5238 E","575","Yes","No","Switzerland","Chur","Swiss Seismological Service","2011","-","details"
"CH","SDAK","46.8005 N","9.8320 E","1548","Yes","No","Switzerland","Davos","Swiss Seismological Service","2015","-","details"
"CH","SDES","47.3685 N","7.3399 E","454","Yes","No","Switzerland","DelÃ©mont","Swiss Seismological Service","2016","-","details"
"CH","SEFS","46.8187 N","8.6485 E","473","Yes","No","Switzerland","Erstfeld","Swiss Seismological Service","2017","-","details"
"CH","SEMOS","46.0677 N","6.9350 E","1950","Yes","No","Switzerland","Emosson","Swiss Seismological Service","2013","-","details"
"CH","SENIN","46.3633 N","7.2994 E","2020","Yes","No","Switzerland","Lac de Senin","Swiss Seismological Service","2002","-","details"
"CH","SEPFL","46.5212 N","6.5657 E","396","Yes","No","Switzerland","Lausanne","Swiss Seismological Service","2011","-","details"
"CH","SFEL","47.5326 N","8.2309 E","395","Yes","No","Switzerland","Villigen","Swiss Seismological Service","2016","-","details"
"CH","SFRA","47.5036 N","7.7091 E","345","Yes","No","Switzerland","Frenkendorf","Swiss Seismological Service","2007","-","details"
"CH","SFRU","46.7913 N","7.1579 E","639","Yes","No","Switzerland","Fribourg","Swiss Seismological Service","2016","-","details"
"CH","SGAK","46.3153 N","7.7414 E","687","Yes","No","Switzerland","Gampel","Swiss Seismological Service","2016","-","details"
"CH","SGEV","46.2006 N","6.1368 E","372","Yes","No","Switzerland","Geneve","Swiss Seismological Service","2011","-","details"
"CH","SGLK","47.0450 N","9.0661 E","481","Yes","No","Switzerland","Glarus","Swiss Seismological Service","2017","-","details"
"CH","SGRA","46.1936 N","7.8356 E","1591","Yes","No","Switzerland","Graechen","Swiss Seismological Service","2010","-","details"
"CH","SGT00","47.4240 N","9.3103 E","721","Yes","No","Switzerland","Sennhuelsen","Swiss Seismological Service","2012","-","details"
"CH","SGT04","47.3484 N","9.3490 E","987","Yes","No","Switzerland","Schlatt-Haslen","Swiss Seismological Service","2012","-","details"
"CH","SGT05","47.4419 N","9.4560 E","856","Yes","No","Switzerland","Eggersriet","Swiss Seismological Service","2012","-","details"
"CH","SGT18","47.4672 N","9.2442 E","570","Yes","No","Switzerland","Golfpark Waldkirch","Swiss Seismological Service","2018","-","details"
"CH","SHEK","47.4157 N","9.6280 E","404","Yes","No","Switzerland","Heerbrugg","Swiss Seismological Service","2015","-","details"
"CH","SHER","46.1853 N","7.3959 E","1497","Yes","No","Switzerland","HÃ©rÃ©mence","Swiss Seismological Service","2017","-","details"
"CH","SIEB","46.2954 N","7.5351 E","551","Yes","No","Switzerland","Sierre","Swiss Seismological Service","2012","-","details"
"CH","SIMPL","46.2396 N","8.0196 E","1930","Yes","No","Switzerland","Simplonpass","Swiss Seismological Service","2009","-","details"
"CH","SINS","46.6869 N","7.8641 E","560","Yes","No","Switzerland","Interlaken","Swiss Seismological Service","2012","-","details"
"CH","SIOO","46.2328 N","7.3832 E","495","Yes","No","Switzerland","Sion","Swiss Seismological Service","2005","-","details"
"CH","SIOV","46.2351 N","7.3642 E","560","Yes","No","Switzerland","Sion","Swiss Seismological Service","2006","-","details"
"CH","SIZS","46.7724 N","9.2053 E","752","Yes","No","Switzerland","Ilanz","Swiss Seismological Service","2016","-","details"
"CH","SKAF","47.5384 N","7.7199 E","270","Yes","No","Switzerland","Kaiseraugst","Swiss Seismological Service","2006","-","details"
"CH","SKLW","47.4630 N","8.5674 E","428","Yes","No","Switzerland","Kloten","Swiss Seismological Network","2015","-","details"
"CH","SKRK","47.6481 N","9.1806 E","403","Yes","No","Switzerland","Kreuzlingen","Swiss Seismological Network","2015","-","details"
"CH","SLCF","47.0830 N","6.7924 E","1017","Yes","No","Switzerland","La Chaux-de-Fonds","Swiss Seismological Service","2016","-","details"
"CH","SLE","47.7645 N","8.4924 E","648","Yes","No","Switzerland","Schleitheim","Swiss Seismological Service","1980","-","details"
"CH","SLOP","46.1638 N","8.7906 E","200","Yes","No","Switzerland","Locarno","Swiss Seismological Service","2013","-","details"
"CH","SLTM2","46.9236 N","9.0009 E","648","Yes","No","Switzerland","Linthal","Swiss Seismological Service","2011","-","details"
"CH","SLUB","47.0579 N","8.3055 E","511","Yes","No","Switzerland","Luzern","Swiss Seismological Service","2011","-","details"
"CH","SLUK","47.0479 N","8.3083 E","436","Yes","No","Switzerland","Luzern","Swiss Seismological Service","2014","-","details"
"CH","SLUW","47.0463 N","8.3179 E","436","Yes","No","Switzerland","Luzern","Swiss Seismological Service","2010","-","details"
"CH","SMAO","46.0989 N","7.0748 E","473","Yes","No","Switzerland","Martigny","Swiss Seismological Service","2012","-","details"
"CH","SMELS","47.0465 N","9.4272 E","489","Yes","No","Switzerland","Mels","Swiss Seismological Service","2018","-","details"
"CH","SMFL","47.2100 N","9.5463 E","441","Yes","No","Liechtenstein","Mauren","Swiss Seismological Service","2014","-","details"
"CH","SMOE","46.6718 N","6.8011 E","527","Yes","No","Switzerland","Moudon","Swiss Seismological Service","2015","-","details"
"CH","SMUK","46.2863 N","6.9406 E","388","Yes","No","Switzerland","Muraz","Swiss Seismological Service","2005","-","details"
"CH","SMZW","47.5474 N","7.6471 E","273","Yes","No","Switzerland","Muttenz","Swiss Seismological Service","2005","-","details"
"CH","SNES2","47.0000 N","6.9531 E","484","Yes","No","Switzerland","Neuenburg","Swiss Seismological Service","2014","-","details"
"CH","SNIB","46.1771 N","7.8024 E","1110","Yes","No","Switzerland","St. Niklaus","Swiss Seismological Service","2010","-","details"
"CH","SNTZ","46.3239 N","7.9883 E","656","Yes","No","Switzerland","Naters","Swiss Seismological Service","2017","-","details"
"CH","SOLB","47.2068 N","7.5171 E","430","Yes","No","Switzerland","Solothurn","Swiss Seismological Service","2011","-","details"
"CH","SOLZ","47.2088 N","7.5383 E","444","Yes","No","Switzerland","Solothurn","Swiss Seismological Service","2012","-","details"
"CH","SRER","47.5116 N","7.5979 E","294","Yes","No","Switzerland","Reinach","Swiss Seismological Service","2011","-","details"
"CH","SRFW","47.5532 N","7.8068 E","299","Yes","No","Switzerland","Rheinfelden","Swiss Seismological Service","2017","-","details"
"CH","SRHB","47.5713 N","7.6244 E","260","Yes","No","Switzerland","Riehen","Swiss Seismological Service","1996","-","details"
"CH","SRHE","47.5856 N","7.6494 E","279","Yes","No","Switzerland","Riehen","Swiss Seismological Service","2013","-","details"
"CH","SRHH","47.5798 N","7.6538 E","308","Yes","No","Switzerland","Riehen","Swiss Seismological Service","2013","-","details"
"CH","SSCN","47.5316 N","7.6697 E","269","Yes","No","Switzerland","Schweizerhalle","Swiss Seismological Service","2014","-","details"
"CH","SSTS","46.9610 N","8.3568 E","445","Yes","No","Switzerland","Stans","Swiss Seismological Service","2015","-","details"
"CH","STAF","46.8052 N","7.2161 E","650","Yes","No","Switzerland","Tafers","Swiss Seismological Service","2008","-","details"
"CH","STEIN","47.6697 N","8.8690 E","540","Yes","No","Switzerland","Stein am Rhein","Swiss Seismological Service","2003","-","details"
"CH","STGK","47.4241 N","9.3785 E","673","Yes","No","Switzerland","St. Gallen","Swiss Seismological Service","2012","-","details"
"CH","STHK","46.7437 N","7.6295 E","559","Yes","No","Switzerland","Thun","Swiss Seismological Network","2015","-","details"
"CH","STIEG","47.4978 N","8.6540 E","637","Yes","No","Switzerland","Oberembrach","Swiss Seismological Service","2012","-","details"
"CH","STRW","47.1165 N","9.5502 E","1031","Yes","No","Liechtenstein","Triesenberg","Swiss Seismological Service","2014","-","details"
"CH","STSP","46.6264 N","10.3332 E","1690","Yes","No","Switzerland","Tschierv","Swiss Seismological Service","2006","-","details"
"CH","STSW2","46.3452 N","7.4338 E","1774","Yes","No","Switzerland","Tseuzier","Swiss Seismological Service","2016","-","details"
"CH","SULZ","47.5275 N","8.1115 E","650","Yes","No","Switzerland","Cheisacher","Swiss Seismological Service","2000","-","details"
"CH","SUSI","46.0104 N","8.9587 E","281","Yes","No","Switzerland","Lugano","Swiss Seismological Service","2017","-","details"
"CH","SVAM","46.6934 N","9.5261 E","1227","Yes","No","Switzerland","Vaz-Muldain","CH - Swiss Seismological Network","1991","-","details"
"CH","SVEJ","46.4598 N","6.8394 E","375","Yes","No","Switzerland","Vevey","Swiss Seismological Service","2016","-","details"
"CH","SVIL","46.2922 N","7.8865 E","647","Yes","No","Switzerland","Visp","Swiss Seismological Service","2010","-","details"
"CH","SVIO","46.2908 N","7.8803 E","650","Yes","No","Switzerland","Visp","Swiss Seismological Service","2010","-","details"
"CH","SVISP","46.3004 N","7.8775 E","645","Yes","No","Switzerland","Visp","Swiss Seismological Service","2015","-","details"
"CH","SVIT","46.2897 N","7.8850 E","652","Yes","No","Switzerland","Visp","Swiss Seismological Service","2010","-","details"
"CH","SWAS","47.1220 N","9.3088 E","426","Yes","No","Switzerland","Walenstadt","Swiss Seismological Service","2016","-","details"
"CH","SWIK","47.4596 N","9.0346 E","563","Yes","No","Switzerland","Wil","Swiss Seismological Service","2015","-","details"
"CH","SWIS","47.5064 N","8.7300 E","444","Yes","No","Switzerland","Winterthur","Swiss Seismological Service","2015","-","details"
"CH","SWYZ","47.0238 N","8.6526 E","546","Yes","No","Switzerland","Schwyz","Swiss Seismological Service","2018","-","details"
"CH","SYVP","46.7747 N","6.6418 E","434","Yes","No","Switzerland","Yverdon","Swiss Seismological Service","2011","-","details"
"CH","SZEK","46.0196 N","7.7474 E","1613","Yes","No","Switzerland","Zermatt","Swiss Seismological Service","2016","-","details"
"CH","SZER","46.6975 N","10.0977 E","1471","Yes","No","Switzerland","Zernez","Swiss Seismological Service","2006","-","details"
"CH","SZUZ","47.3775 N","8.5302 E","409","Yes","No","Switzerland","Zuerich","Swiss Seismological Service","2012","-","details"
"CH","SZWD2","46.5512 N","7.3721 E","964","Yes","No","Switzerland","Zweisimmen","Swiss Seismological Service","2017","-","details"
"CH","TORNY","46.7736 N","6.9587 E","710","Yes","No","Switzerland","Torny","Swiss Seismological Service","2000","-","details"
"CH","TRULL","47.6487 N","8.6816 E","525","Yes","No","Switzerland","Truellikon","Swiss Seismological Service","2003","-","details"
"CH","VANNI","46.2101 N","7.5968 E","1520","Yes","No","Switzerland","Val d'Anniviers","Swiss Seismological Service","2009","-","details"
"CH","VDL","46.4832 N","9.4496 E","1927","Yes","No","Switzerland","Valle di Lei","Swiss Seismological Service","1983","-","details"
"CH","WALHA","47.7528 N","9.1231 E","419","Yes","No","Germany","Wallhausen","Swiss Seismological Service","2013","-","details"
"CH","WEIN","47.5287 N","8.9859 E","555","Yes","No","Switzerland","Weingarten","Swiss Seismological Service","2003","-","details"
"CH","WILA","47.4146 N","8.9075 E","908","Yes","No","Switzerland","Wila","Swiss Seismological Service","2000","-","details"
"CH","WIMIS","46.6649 N","7.6242 E","770","Yes","No","Switzerland","Wimmis","Swiss Seismological Service","2000","-","details"
"CH","WOLEN","46.9978 N","7.3688 E","623","Yes","No","Switzerland","Wohlen bei Bern","Swiss Seismological Service","2015","-","details"
"CH","ZUR","47.3692 N","8.5809 E","510","Yes","No","Switzerland","Degenried","Swiss Seismological Service","1998","-","details"
"CK","ASHT","37.9421 N","58.3847 E","262","Yes","No","Turkmenistan","Ashgabat","Institute of Seismology","2009","-","details"
"CK","DZET","38.8054 N","68.8270 E","1200","Yes","No","Tajikistan","Djerino","Tajik Institute of Earthquake Engineering and Seis","2010","-","details"
"CK","MNAS","42.4932 N","72.4976 E","1475","Yes","No","Kyrgyzstan","Talas","Kyrgyz Institute of Seimology","2010","-","details"
"CK","OTUK","48.2445 N","72.3378 E","602","Yes","No","Kazakhstan","Ortayu","National Nuclear Centre","2010","-","details"
"CK","PDGK","43.3276 N","79.4849 E","1290","Yes","No","Kazakhstan","Podgornoye","National Nuclear Centre","2010","-","details"
"CK","SFK","40.0170 N","73.5077 E","2110","Yes","No","Kyrgyzstan","Sufy-kurgan","Central Asian Institute for Applied Geosciences","2010","-","details"
"CK","TAS","41.3294 N","69.2958 E","464","Yes","No","Uzbekistan","Tashkent","Institute for Seismology","2011","-","details"
"CL","AGEO","38.2649 N","22.0635 E","17","Yes","No","","Agios Giorgios - Dimos Aigialias - West Greece - Greece","Corinth Rift Laboratory Network","2000","-","details"
"CL","AGRP","38.3959 N","21.7228 E","282","Yes","No","","Agrapidokambos - Dimos Nafpaktias - West Greece - Greece","Corinth Rift Laboratory Network","2012","-","details"
"CL","AIOA","38.1939 N","22.0587 E","198","Yes","No","","Agios Ioannis - Dimos Aigialias - West Greece - Greece","Corinth Rift Laboratory Network","2000","-","details"
"CL","ALIK","38.2605 N","22.1114 E","37","Yes","No","","Aliki - Dimos Aigialias - West Greece - Greece","Corinth Rift Laboratory Network","2000","-","details"
"CL","MALA","38.3934 N","21.8726 E","1","Yes","No","","Malamata - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2012","-","details"
"CL","MG00","38.4145 N","21.9467 E","143","Yes","No","","Magoula - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2013","-","details"
"CL","MG02","38.4150 N","21.9470 E","144","Yes","No","","Magoula - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2013","-","details"
"CL","MG03","38.4141 N","21.9460 E","142","Yes","No","","Magoula - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2013","-","details"
"CL","MG04","38.4142 N","21.9481 E","144","Yes","No","","Magoula - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2013","-","details"
"CL","MG05","38.4155 N","21.9458 E","142","Yes","No","","Magoula - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2013","-","details"
"CL","MG06","38.4129 N","21.9462 E","145","Yes","No","","Magoula - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2013","-","details"
"CL","MG07","38.4155 N","21.9488 E","147","Yes","No","","Magoula - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2013","-","details"
"CL","MOKI","38.4034 N","21.9252 E","15","Yes","No","","Monasteraki - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2012","-","details"
"CL","PANR","38.3735 N","22.2498 E","149","Yes","No","","Panormos - Dimos Delfon - Central Greece - Greece","Corinth Rift Laboratory Network","2001","-","details"
"CL","PSAM","38.3218 N","22.1844 E","59","Yes","No","","Psaromita multiparametre - Dimos Doridos - Central Greece","Corinth Rift Laboratory Network","2013","-","details"
"CL","PSAR","38.3319 N","22.1752 E","117","Yes","No","","Psaromita - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2000","-","details"
"CL","PYRG","38.4102 N","22.0168 E","596","Yes","No","","Pyrgos - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2001","-","details"
"CL","RIZA","38.3593 N","21.7043 E","38","Yes","No","","Riza - Dimos Nafpaktias - West Greece - Greece","Corinth Rift Laboratory Network","2013","-","details"
"CL","ROD3","38.3081 N","21.8920 E","448","Yes","No","","Rodini - Dimos Aigialias - West Greece - Greece","Corinth Rift Laboratory Network","2010","-","details"
"CL","TEME","38.2316 N","22.1181 E","15","Yes","No","","Temeni - Dimos Aigialias - West Greece - Greece","Corinth Rift Laboratory Network","2000","-","details"
"CL","TRIZ","38.3654 N","22.0727 E","59","Yes","No","","Trizonia - Dimos Doridos - Central Greece - Greece","Corinth Rift Laboratory Network","2000","-","details"
"CL","ZIRI","38.3052 N","21.9476 E","506","Yes","No","","Ziria - Dimos Aigialias - West Greece - Greece","Corinth Rift Laboratory Network","2010","-","details"
"CN","EUNU","80.0532 N","86.4158 W","623","Yes","No","Canada","Eureka, Nunavut Territory","GLISN","2008","-","details"
"CN","FRB","63.7469 N","68.5451 W","25","Yes","No","Canada","Iqualuit, Nunavut Territory","GLISN","1992","-","details"
"CN","RES","74.6892 N","94.8962 W","19","Yes","No","Canada","Resolute, Nunavut Territory","GLISN","1992","-","details"
"CQ","AKMS","35.0180 N","32.3350 E","346","Yes","No","Cyprus","Akamas","Cyprus Broadband Seismological Network","2016","-","details"
"CQ","ALEF","35.1560 N","32.5990 E","520","Yes","No","Cyprus","Alefka","Cyprus Broadband Seismological Network","2016","-","details"
"CQ","ASGA","34.7860 N","33.2480 E","217","Yes","No","Cyprus","Asgata","Cyprus Broadband Seismological Network","2016","-","details"
"CQ","ATHA","35.1410 N","33.3960 E","160","Yes","No","Cyprus","Athalassa","Cyprus Broadband Seismological Network","2016","-","details"
"CQ","MVOU","35.0160 N","33.6320 E","113","Yes","No","Cyprus","Maurovouni","Cyprus Broadband Seismological Network","2016","-","details"
"CQ","NATA","34.7789 N","32.5699 E","381","Yes","No","Cyprus","Nata","Cyprus Broadband Seismological Network","2016","-","details"
"CQ","OSC1","33.5000 N","31.2768 E","-2361","Yes","No","Cyprus","CSnet OBS 1","Cyprus Broadband Seismological Network","2015","-","details"
"CQ","OSC2","33.0749 N","32.2669 E","-1560","Yes","No","Cyprus","CSnet OBS 4","Cyprus Broadband Seismological Network","2015","-","details"
