# Shower lookup table measured using GMN data up to May 18, 2023
# Using the wmpl.Utils.ShowerTableMeasurement script in WMPL
# 
# The table is sampled at 0.2 deg solar longitude. The SCE (Sun-centered 
# ecliptic) longitude is the ecliptic longitude minus the solar 
# longitude. The "Disp" column is the measured dispersion which changes 
# over time. A meteor is considered a shower member if it has been observed 
# within 1 deg of solar longitude of a table entry, within 10% of Vg, and
# within the listed dispersion.
#
# IAU showers not present in the table:
# XRI, BIN, OSE, NDD, LOP, FSO, DRG, MXA, HNJ, FCL, LAP, NMV, AAC, VOL, ZPH, 
# ILU, EGR, TPG, JDP, ODS, CRN, OEV, TSC, MBA, BEC, AST, ZPA, EVO, NMD, JMD, 
# OAB, SEC, FVI, AGE, ATH, OVI, PPE, FBO, OMH, 
# 
# Sol  SCE lon  SCE lat       Vg  Disp  IAU IAU
# deg      deg      deg     km/s  deg    No  cd
# 
  8.2  192.326   -3.315   30.308  3.14  651 OAV
  8.2  204.635   -4.543   38.319  3.60  750 SMV
  8.2  240.190   12.637   63.344  3.40  862 SSR
  8.4  296.050   59.848   43.523  5.34   40 ZCY
  8.4  210.857    5.299   40.728  3.36  448 AAL
  8.4  263.240   33.383   61.392  3.79  599 POS
  8.4  175.464   28.416   27.003  3.23  647 BCO
  8.4  265.583   23.909   65.909  3.96  648 TAL
  8.4  192.254   -3.334   30.267  3.14  651 OAV
  8.4  204.609   -4.538   38.307  3.60  750 SMV
  8.4  240.184   12.629   63.346  3.40  862 SSR
  8.6  296.058   59.827   43.518  5.34   40 ZCY
  8.6  210.848    5.280   40.739  3.34  448 AAL
  8.6  263.253   33.378   61.390  3.82  599 POS
  8.6  175.429   28.496   26.992  3.25  647 BCO
  8.6  265.579   23.917   65.901  3.96  648 TAL
  8.6  192.181   -3.354   30.225  3.14  651 OAV
  8.6  204.582   -4.533   38.295  3.60  750 SMV
  8.6  240.178   12.622   63.349  3.40  862 SSR
  8.8  296.066   59.805   43.513  5.34   40 ZCY
  8.8  210.839    5.261   40.750  3.33  448 AAL
  8.8  263.265   33.372   61.389  3.85  599 POS
  8.8  175.395   28.576   26.981  3.27  647 BCO
  8.8  265.576   23.925   65.894  3.95  648 TAL
  8.8  192.108   -3.373   30.184  3.14  651 OAV
  8.8  204.556   -4.528   38.282  3.60  750 SMV
  8.8  240.172   12.615   63.352  3.40  862 SSR
  9.0  296.075   59.783   43.507  5.34   40 ZCY
  9.0  210.829    5.242   40.761  3.32  448 AAL
  9.0  263.278   33.366   61.387  3.87  599 POS
  9.0  175.361   28.657   26.970  3.29  647 BCO
  9.0  265.573   23.933   65.886  3.95  648 TAL
  9.0  192.035   -3.392   30.143  3.14  651 OAV
  9.0  204.529   -4.523   38.270  3.60  750 SMV
  9.0  240.165   12.607   63.355  3.40  862 SSR
  9.2  296.083   59.762   43.502  5.34   40 ZCY
  9.2  210.820    5.223   40.771  3.30  448 AAL
  9.2  263.290   33.361   61.385  3.90  599 POS
  9.2  175.326   28.737   26.959  3.31  647 BCO
  9.2  265.570   23.941   65.878  3.94  648 TAL
  9.2  191.963   -3.412   30.102  3.14  651 OAV
  9.2  204.503   -4.518   38.258  3.60  750 SMV
  9.2  240.159   12.600   63.357  3.40  862 SSR
  9.4  296.091   59.740   43.497  5.34   40 ZCY
  9.4  210.810    5.204   40.782  3.29  448 AAL
  9.4  263.303   33.355   61.384  3.93  599 POS
  9.4  175.292   28.817   26.948  3.33  647 BCO
  9.4  265.567   23.949   65.870  3.93  648 TAL
  9.4  191.890   -3.431   30.061  3.14  651 OAV
  9.4  204.477   -4.513   38.246  3.60  750 SMV
  9.4  240.153   12.593   63.360  3.40  862 SSR
  9.6  296.100   59.719   43.492  5.34   40 ZCY
  9.6  210.801    5.185   40.793  3.28  448 AAL
  9.6  263.316   33.349   61.382  3.96  599 POS
  9.6  175.258   28.897   26.937  3.35  647 BCO
  9.6  265.564   23.957   65.862  3.93  648 TAL
  9.6  191.817   -3.451   30.019  3.14  651 OAV
  9.6  204.450   -4.508   38.233  3.60  750 SMV
  9.6  240.147   12.585   63.363  3.40  862 SSR
  9.8  296.108   59.697   43.487  5.30   40 ZCY
  9.8  210.792    5.166   40.803  3.26  448 AAL
  9.8  263.328   33.343   61.380  3.99  599 POS
  9.8  175.224   28.977   26.926  3.37  647 BCO
  9.8  265.561   23.965   65.855  3.92  648 TAL
  9.8  191.745   -3.470   29.978  3.14  651 OAV
  9.8  204.424   -4.503   38.221  3.60  750 SMV
  9.8  240.141   12.578   63.365  3.40  862 SSR
 10.0  296.116   59.675   43.481  5.27   40 ZCY
 10.0  210.782    5.147   40.814  3.25  448 AAL
 10.0  227.087   21.129   55.923  3.00  517 ALO
 10.0  263.341   33.338   61.379  4.02  599 POS
 10.0  175.189   29.057   26.915  3.39  647 BCO
 10.0  265.558   23.973   65.847  3.92  648 TAL
 10.0  191.672   -3.490   29.937  3.14  651 OAV
 10.0  204.397   -4.498   38.209  3.60  750 SMV
 10.0  240.135   12.571   63.368  3.40  862 SSR
 10.2  296.125   59.654   43.476  5.24   40 ZCY
 10.2  210.773    5.128   40.825  3.24  448 AAL
 10.2  227.078   21.171   55.924  3.00  517 ALO
 10.2  263.353   33.332   61.377  4.05  599 POS
 10.2  175.155   29.137   26.904  3.41  647 BCO
 10.2  265.555   23.981   65.839  3.91  648 TAL
 10.2  191.599   -3.509   29.896  3.14  651 OAV
 10.2  204.371   -4.492   38.197  3.60  750 SMV
 10.4  296.133   59.632   43.471  5.21   40 ZCY
 10.4  210.764    5.109   40.836  3.22  448 AAL
 10.4  227.069   21.213   55.926  3.00  517 ALO
 10.4  263.366   33.326   61.375  4.08  599 POS
 10.4  175.121   29.217   26.893  3.43  647 BCO
 10.4  265.552   23.989   65.831  3.90  648 TAL
 10.4  191.526   -3.528   29.854  3.14  651 OAV
 10.4  204.345   -4.487   38.185  3.60  750 SMV
 10.6  296.141   59.610   43.466  5.18   40 ZCY
 10.6  210.754    5.090   40.846  3.21  448 AAL
 10.6  227.059   21.255   55.927  3.00  517 ALO
 10.6  263.378   33.321   61.374  4.10  599 POS
 10.6  175.086   29.297   26.882  3.45  647 BCO
 10.6  265.549   23.997   65.824  3.90  648 TAL
 10.6  191.454   -3.548   29.813  3.15  651 OAV
 10.6  204.318   -4.482   38.172  3.60  750 SMV
 10.8  296.149   59.589   43.461  5.14   40 ZCY
 10.8  210.745    5.071   40.857  3.20  448 AAL
 10.8  227.050   21.298   55.929  3.00  517 ALO
 10.8  263.391   33.315   61.372  4.13  599 POS
 10.8  175.052   29.377   26.871  3.47  647 BCO
 10.8  265.546   24.006   65.816  3.89  648 TAL
 10.8  191.381   -3.567   29.772  3.16  651 OAV
 10.8  204.292   -4.477   38.160  3.60  750 SMV
 11.0  296.158   59.567   43.456  5.11   40 ZCY
 11.0  210.735    5.052   40.868  3.18  448 AAL
 11.0  227.041   21.340   55.930  3.00  517 ALO
 11.0  263.403   33.309   61.370  4.16  599 POS
 11.0  175.018   29.457   26.860  3.49  647 BCO
 11.0  265.543   24.014   65.808  3.88  648 TAL
 11.0  191.308   -3.587   29.731  3.17  651 OAV
 11.0  204.265   -4.472   38.148  3.60  750 SMV
 11.2  296.166   59.546   43.450  5.08   40 ZCY
 11.2  210.726    5.033   40.878  3.17  448 AAL
 11.2  227.032   21.382   55.931  3.00  517 ALO
 11.2  263.416   33.304   61.369  4.19  599 POS
 11.2  174.984   29.537   26.849  3.49  647 BCO
 11.2  265.540   24.022   65.800  3.88  648 TAL
 11.2  191.235   -3.606   29.690  3.18  651 OAV
 11.2  204.239   -4.467   38.136  3.60  750 SMV
 11.4  296.174   59.524   43.445  5.05   40 ZCY
 11.4  210.717    5.014   40.889  3.16  448 AAL
 11.4  227.023   21.424   55.933  3.00  517 ALO
 11.4  263.429   33.298   61.367  4.22  599 POS
 11.4  174.949   29.617   26.838  3.48  647 BCO
 11.4  265.537   24.030   65.793  3.87  648 TAL
 11.4  191.163   -3.626   29.648  3.19  651 OAV
 11.4  204.212   -4.462   38.123  3.60  750 SMV
 11.6  296.183   59.502   43.440  5.01   40 ZCY
 11.6  210.707    4.995   40.900  3.14  448 AAL
 11.6  227.013   21.466   55.934  3.00  517 ALO
 11.6  263.441   33.292   61.365  4.25  599 POS
 11.6  174.915   29.697   26.827  3.47  647 BCO
 11.6  265.534   24.038   65.785  3.87  648 TAL
 11.6  191.090   -3.645   29.607  3.19  651 OAV
 11.6  204.186   -4.457   38.111  3.60  750 SMV
 11.8  296.191   59.481   43.435  4.98   40 ZCY
 11.8  210.698    4.976   40.911  3.13  448 AAL
 11.8  227.004   21.508   55.936  3.00  517 ALO
 11.8  263.454   33.287   61.364  4.28  599 POS
 11.8  174.881   29.777   26.816  3.46  647 BCO
 11.8  265.531   24.046   65.777  3.86  648 TAL
 11.8  191.017   -3.664   29.566  3.20  651 OAV
 11.8  204.160   -4.452   38.099  3.60  750 SMV
 12.0  296.199   59.459   43.430  4.95   40 ZCY
 12.0  210.689    4.957   40.921  3.12  448 AAL
 12.0  226.995   21.550   55.937  3.00  517 ALO
 12.0  263.466   33.281   61.362  4.31  599 POS
 12.0  174.846   29.857   26.805  3.45  647 BCO
 12.0  265.528   24.054   65.769  3.85  648 TAL
 12.0  190.945   -3.684   29.525  3.21  651 OAV
 12.0  204.133   -4.447   38.087  3.60  750 SMV
 12.2  296.208   59.437   43.424  4.92   40 ZCY
 12.2  210.679    4.938   40.932  3.11  448 AAL
 12.2  226.986   21.592   55.939  3.00  517 ALO
 12.2  263.479   33.275   61.360  4.33  599 POS
 12.2  174.812   29.937   26.794  3.44  647 BCO
 12.2  265.525   24.062   65.761  3.85  648 TAL
 12.2  190.872   -3.703   29.484  3.22  651 OAV
 12.2  204.107   -4.442   38.074  3.60  750 SMV
 12.4  296.216   59.416   43.419  4.89   40 ZCY
 12.4  210.670    4.919   40.943  3.09  448 AAL
 12.4  226.977   21.634   55.940  3.00  517 ALO
 12.4  263.491   33.270   61.359  4.36  599 POS
 12.4  174.778   30.017   26.783  3.43  647 BCO
 12.4  265.522   24.070   65.754  3.84  648 TAL
 12.4  190.799   -3.723   29.442  3.23  651 OAV
 12.4  204.080   -4.436   38.062  3.60  750 SMV
 12.6  296.224   59.394   43.414  4.85   40 ZCY
 12.6  210.660    4.900   40.954  3.08  448 AAL
 12.6  226.967   21.677   55.942  3.03  517 ALO
 12.6  263.504   33.264   61.357  4.39  599 POS
 12.6  174.744   30.097   26.772  3.42  647 BCO
 12.6  265.519   24.078   65.746  3.83  648 TAL
 12.6  190.726   -3.742   29.401  3.24  651 OAV
 12.6  204.054   -4.431   38.050  3.60  750 SMV
 12.8  296.232   59.373   43.409  4.82   40 ZCY
 12.8  210.651    4.881   40.964  3.07  448 AAL
 12.8  226.958   21.719   55.943  3.06  517 ALO
 12.8  263.516   33.258   61.355  4.42  599 POS
 12.8  174.709   30.178   26.761  3.41  647 BCO
 12.8  265.516   24.086   65.738  3.83  648 TAL
 12.8  190.654   -3.761   29.360  3.24  651 OAV
 12.8  246.084    8.125   66.451  1.81  652 OSP
 12.8  204.028   -4.426   38.038  3.60  750 SMV
 13.0  296.241   59.351   43.404  4.79   40 ZCY
 13.0  210.642    4.862   40.975  3.05  448 AAL
 13.0  226.949   21.761   55.945  3.08  517 ALO
 13.0  263.529   33.253   61.354  4.45  599 POS
 13.0  174.675   30.258   26.750  3.40  647 BCO
 13.0  265.513   24.094   65.730  3.82  648 TAL
 13.0  190.581   -3.781   29.319  3.25  651 OAV
 13.0  246.033    8.108   66.433  1.81  652 OSP
 13.0  204.001   -4.421   38.026  3.60  750 SMV
 13.2  177.444    8.048   21.918  1.50   21 AVB
 13.2  296.249   59.329   43.399  4.76   40 ZCY
 13.2  210.632    4.843   40.986  3.04  448 AAL
 13.2  226.940   21.803   55.946  3.11  517 ALO
 13.2  263.541   33.247   61.352  4.48  599 POS
 13.2  174.641   30.338   26.739  3.39  647 BCO
 13.2  265.509   24.102   65.723  3.82  648 TAL
 13.2  190.508   -3.800   29.277  3.26  651 OAV
 13.2  245.983    8.091   66.415  1.81  652 OSP
 13.4  177.342    8.110   21.881  1.50   21 AVB
 13.4  296.257   59.308   43.393  4.72   40 ZCY
 13.4  210.623    4.824   40.996  3.03  448 AAL
 13.4  226.931   21.845   55.948  3.14  517 ALO
 13.4  263.554   33.241   61.350  4.51  599 POS
 13.4  174.606   30.418   26.728  3.38  647 BCO
 13.4  265.506   24.110   65.715  3.81  648 TAL
 13.4  190.435   -3.820   29.236  3.27  651 OAV
 13.4  245.932    8.074   66.396  1.81  652 OSP
 13.6  177.239    8.171   21.845  1.50   21 AVB
 13.6  296.266   59.286   43.388  4.69   40 ZCY
 13.6  210.613    4.805   41.007  3.01  448 AAL
 13.6  226.921   21.887   55.949  3.17  517 ALO
 13.6  263.567   33.236   61.349  4.54  599 POS
 13.6  174.572   30.498   26.717  3.37  647 BCO
 13.6  265.503   24.118   65.707  3.80  648 TAL
 13.6  190.363   -3.839   29.195  3.28  651 OAV
 13.6  245.882    8.057   66.378  1.81  652 OSP
 13.8  177.137    8.233   21.809  1.50   21 AVB
 13.8  296.274   59.264   43.383  4.66   40 ZCY
 13.8  210.604    4.786   41.018  3.00  448 AAL
 13.8  226.912   21.929   55.951  3.19  517 ALO
 13.8  231.757   69.459   38.145  3.15  581 NHE
 13.8  263.579   33.230   61.347  4.57  599 POS
 13.8  174.538   30.578   26.706  3.36  647 BCO
 13.8  265.500   24.126   65.699  3.80  648 TAL
 13.8  190.290   -3.859   29.154  3.29  651 OAV
 13.8  245.831    8.040   66.360  1.81  652 OSP
 14.0  177.034    8.294   21.773  1.50   21 AVB
 14.0  296.282   59.243   43.378  4.63   40 ZCY
 14.0  210.595    4.767   41.029  3.00  448 AAL
 14.0  226.903   21.971   55.952  3.22  517 ALO
 14.0  231.678   69.380   38.168  3.15  581 NHE
 14.0  263.592   33.224   61.345  4.59  599 POS
 14.0  174.503   30.658   26.695  3.34  647 BCO
 14.0  265.497   24.134   65.692  3.79  648 TAL
 14.0  190.217   -3.878   29.113  3.29  651 OAV
 14.0  245.781    8.023   66.341  1.81  652 OSP
 14.2  176.932    8.355   21.736  1.50   21 AVB
 14.2  296.291   59.221   43.373  4.60   40 ZCY
 14.2  210.585    4.748   41.039  3.00  448 AAL
 14.2  226.894   22.013   55.953  3.25  517 ALO
 14.2  231.599   69.300   38.191  3.15  581 NHE
 14.2  263.604   33.219   61.344  4.62  599 POS
 14.2  174.469   30.738   26.684  3.33  647 BCO
 14.2  265.494   24.142   65.684  3.79  648 TAL
 14.2  190.144   -3.897   29.071  3.30  651 OAV
 14.2  245.730    8.006   66.323  1.81  652 OSP
 14.4  176.829    8.417   21.700  1.50   21 AVB
 14.4  296.299   59.200   43.367  4.56   40 ZCY
 14.4  210.576    4.729   41.050  3.00  448 AAL
 14.4  226.884   22.056   55.955  3.28  517 ALO
 14.4  231.520   69.221   38.214  3.15  581 NHE
 14.4  263.617   33.213   61.342  4.65  599 POS
 14.4  174.435   30.818   26.673  3.32  647 BCO
 14.4  265.491   24.150   65.676  3.78  648 TAL
 14.4  190.072   -3.917   29.030  3.31  651 OAV
 14.4  245.680    7.989   66.305  1.81  652 OSP
 14.6  176.727    8.478   21.664  1.50   21 AVB
 14.6  296.307   59.178   43.362  4.53   40 ZCY
 14.6  210.567    4.710   41.061  3.00  448 AAL
 14.6  226.875   22.098   55.956  3.31  517 ALO
 14.6  231.442   69.142   38.237  3.15  581 NHE
 14.6  263.629   33.207   61.340  4.68  599 POS
 14.6  174.401   30.898   26.662  3.31  647 BCO
 14.6  265.488   24.158   65.668  3.77  648 TAL
 14.6  189.999   -3.936   28.989  3.32  651 OAV
 14.6  245.629    7.972   66.287  1.81  652 OSP
 14.8  176.624    8.540   21.628  1.50   21 AVB
 14.8  296.316   59.156   43.357  4.50   40 ZCY
 14.8  210.557    4.691   41.072  3.00  448 AAL
 14.8  226.866   22.140   55.958  3.33  517 ALO
 14.8  231.363   69.063   38.260  3.15  581 NHE
 14.8  263.642   33.202   61.339  4.71  599 POS
 14.8  174.366   30.978   26.651  3.30  647 BCO
 14.8  265.485   24.166   65.661  3.77  648 TAL
 14.8  189.926   -3.956   28.948  3.33  651 OAV
 14.8  245.579    7.955   66.268  1.81  652 OSP
 15.0  176.522    8.601   21.592  1.50   21 AVB
 15.0  296.324   59.135   43.352  4.47   40 ZCY
 15.0  210.548    4.672   41.082  3.00  448 AAL
 15.0  292.679   28.991   61.530  1.50  450 AED
 15.0  226.857   22.182   55.959  3.36  517 ALO
 15.0  231.284   68.983   38.283  3.15  581 NHE
 15.0  263.654   33.196   61.337  4.74  599 POS
 15.0  174.332   31.058   26.640  3.29  647 BCO
 15.0  265.482   24.175   65.653  3.76  648 TAL
 15.0  189.854   -3.975   28.907  3.34  651 OAV
 15.0  245.528    7.938   66.250  1.81  652 OSP
 15.2  176.419    8.663   21.555  1.50   21 AVB
 15.2  296.332   59.113   43.347  4.43   40 ZCY
 15.2  210.538    4.653   41.093  3.00  448 AAL
 15.2  292.707   29.022   61.501  1.50  450 AED
 15.2  226.848   22.224   55.961  3.39  517 ALO
 15.2  231.205   68.904   38.306  3.15  581 NHE
 15.2  263.667   33.190   61.335  4.77  599 POS
 15.2  174.298   31.138   26.629  3.28  647 BCO
 15.2  265.479   24.183   65.645  3.75  648 TAL
 15.2  189.781   -3.995   28.865  3.34  651 OAV
 15.2  245.478    7.921   66.232  1.81  652 OSP
 15.4  176.317    8.724   21.519  1.50   21 AVB
 15.4  296.340   59.091   43.342  4.40   40 ZCY
 15.4  210.529    4.634   41.104  3.00  448 AAL
 15.4  292.735   29.053   61.471  1.50  450 AED
 15.4  226.838   22.266   55.962  3.42  517 ALO
 15.4  231.126   68.825   38.330  3.15  581 NHE
 15.4  263.679   33.185   61.334  4.80  599 POS
 15.4  174.263   31.218   26.618  3.27  647 BCO
 15.4  265.476   24.191   65.637  3.75  648 TAL
 15.4  189.708   -4.014   28.824  3.35  651 OAV
 15.4  245.427    7.904   66.213  1.81  652 OSP
 15.6  176.214    8.785   21.483  1.50   21 AVB
 15.6  296.349   59.070   43.336  4.37   40 ZCY
 15.6  210.520    4.615   41.114  3.00  448 AAL
 15.6  292.763   29.085   61.441  1.50  450 AED
 15.6  226.829   22.308   55.964  3.44  517 ALO
 15.6  231.047   68.746   38.353  3.15  581 NHE
 15.6  263.692   33.179   61.332  4.82  599 POS
 15.6  174.229   31.298   26.607  3.26  647 BCO
 15.6  265.473   24.199   65.629  3.74  648 TAL
 15.6  189.635   -4.033   28.783  3.36  651 OAV
 15.6  245.377    7.887   66.195  1.81  652 OSP
 15.6  231.641   47.487   48.679  3.00  841 DHE
 15.8  176.112    8.847   21.447  1.50   21 AVB
 15.8  296.357   59.048   43.331  4.34   40 ZCY
 15.8  210.510    4.596   41.125  3.00  448 AAL
 15.8  292.791   29.116   61.412  1.50  450 AED
 15.8  226.820   22.350   55.965  3.47  517 ALO
 15.8  230.968   68.666   38.376  3.15  581 NHE
 15.8  263.705   33.173   61.330  4.85  599 POS
 15.8  174.195   31.378   26.596  3.25  647 BCO
 15.8  265.470   24.207   65.622  3.74  648 TAL
 15.8  189.563   -4.053   28.742  3.37  651 OAV
 15.8  245.326    7.869   66.177  1.81  652 OSP
 15.8  231.662   47.429   48.713  3.00  841 DHE
 16.0  176.009    8.908   21.410  1.50   21 AVB
 16.0  296.365   59.027   43.326  4.31   40 ZCY
 16.0  210.501    4.577   41.136  3.00  448 AAL
 16.0  292.820   29.147   61.382  1.50  450 AED
 16.0  226.811   22.392   55.967  3.50  517 ALO
 16.0  230.889   68.587   38.399  3.15  581 NHE
 16.0  263.717   33.167   61.329  4.88  599 POS
 16.0  174.161   31.458   26.585  3.24  647 BCO
 16.0  265.467   24.215   65.614  3.73  648 TAL
 16.0  189.490   -4.072   28.700  3.38  651 OAV
 16.0  245.276    7.852   66.159  1.81  652 OSP
 16.0  231.683   47.371   48.748  3.00  841 DHE
 16.2  175.907    8.970   21.374  1.50   21 AVB
 16.2  296.374   59.005   43.321  4.27   40 ZCY
 16.2  210.492    4.558   41.147  3.00  448 AAL
 16.2  292.848   29.178   61.352  1.50  450 AED
 16.2  226.802   22.435   55.968  3.48  517 ALO
 16.2  230.811   68.508   38.422  3.15  581 NHE
 16.2  263.730   33.162   61.327  4.91  599 POS
 16.2  174.126   31.538   26.574  3.23  647 BCO
 16.2  265.464   24.223   65.606  3.72  648 TAL
 16.2  189.417   -4.092   28.659  3.39  651 OAV
 16.2  245.225    7.835   66.140  1.81  652 OSP
 16.2  304.409   14.581   61.142  1.50  827 NPE
 16.2  231.704   47.313   48.782  3.00  841 DHE
 16.4  175.804    9.031   21.338  1.50   21 AVB
 16.4  296.382   58.983   43.316  4.24   40 ZCY
 16.4  210.482    4.539   41.157  3.00  448 AAL
 16.4  292.876   29.210   61.323  1.52  450 AED
 16.4  226.792   22.477   55.970  3.45  517 ALO
 16.4  230.732   68.429   38.445  3.15  581 NHE
 16.4  263.742   33.156   61.325  4.94  599 POS
 16.4  174.092   31.618   26.563  3.22  647 BCO
 16.4  265.461   24.231   65.598  3.72  648 TAL
 16.4  189.344   -4.111   28.618  3.40  651 OAV
 16.4  245.175    7.818   66.122  1.81  652 OSP
 16.4  304.392   14.575   61.147  1.50  827 NPE
 16.4  231.725   47.255   48.817  3.00  841 DHE
 16.6  175.702    9.093   21.302  1.50   21 AVB
 16.6  217.232   40.336   46.462  2.55   27 KSE
 16.6  296.390   58.962   43.311  4.21   40 ZCY
 16.6  210.473    4.520   41.168  3.00  448 AAL
 16.6  292.904   29.241   61.293  1.55  450 AED
 16.6  226.783   22.519   55.971  3.43  517 ALO
 16.6  230.653   68.349   38.468  3.15  581 NHE
 16.6  263.755   33.150   61.324  4.97  599 POS
 16.6  174.058   31.699   26.552  3.21  647 BCO
 16.6  265.458   24.239   65.591  3.71  648 TAL
 16.6  189.272   -4.130   28.577  3.40  651 OAV
 16.6  245.124    7.801   66.104  1.81  652 OSP
 16.6  304.375   14.569   61.152  1.50  827 NPE
 16.6  231.746   47.198   48.852  3.00  841 DHE
 16.8  175.599    9.154   21.265  1.50   21 AVB
 16.8  217.221   40.293   46.465  2.55   27 KSE
 16.8  296.399   58.940   43.305  4.18   40 ZCY
 16.8  210.463    4.501   41.179  3.00  448 AAL
 16.8  292.932   29.272   61.263  1.58  450 AED
 16.8  226.774   22.561   55.973  3.40  517 ALO
 16.8  230.574   68.270   38.491  3.15  581 NHE
 16.8  263.767   33.145   61.322  5.00  599 POS
 16.8  174.023   31.779   26.541  3.19  647 BCO
 16.8  265.455   24.247   65.583  3.70  648 TAL
 16.8  189.199   -4.150   28.536  3.41  651 OAV
 16.8  245.073    7.784   66.085  1.81  652 OSP
 16.8  304.358   14.563   61.157  1.50  827 NPE
 16.8  231.767   47.140   48.886  3.00  841 DHE
 17.0  175.497    9.215   21.229  1.50   21 AVB
 17.0  217.210   40.251   46.467  2.55   27 KSE
 17.0  296.407   58.919   43.300  4.14   40 ZCY
 17.0  210.454    4.482   41.190  3.00  448 AAL
 17.0  292.960   29.303   61.234  1.61  450 AED
 17.0  226.765   22.603   55.974  3.38  517 ALO
 17.0  230.495   68.191   38.514  3.15  581 NHE
 17.0  263.780   33.139   61.321  5.03  599 POS
 17.0  173.989   31.859   26.530  3.18  647 BCO
 17.0  265.452   24.255   65.575  3.70  648 TAL
 17.0  189.126   -4.169   28.494  3.42  651 OAV
 17.0  245.023    7.767   66.067  1.84  652 OSP
 17.0  304.341   14.557   61.161  1.50  827 NPE
 17.0  231.788   47.082   48.921  3.00  841 DHE
 17.0  273.673   48.166   53.700  4.69  912 BCY
 17.2  175.394    9.277   21.193  1.50   21 AVB
 17.2  217.199   40.208   46.470  2.55   27 KSE
 17.2  296.415   58.897   43.295  4.11   40 ZCY
 17.2  210.445    4.463   41.200  3.00  448 AAL
 17.2  292.988   29.335   61.204  1.64  450 AED
 17.2  226.756   22.645   55.975  3.35  517 ALO
 17.2  230.416   68.112   38.537  3.15  581 NHE
 17.2  263.792   33.133   61.319  5.05  599 POS
 17.2  173.955   31.939   26.519  3.17  647 BCO
 17.2  265.449   24.263   65.567  3.69  648 TAL
 17.2  189.054   -4.189   28.453  3.43  651 OAV
 17.2  244.972    7.750   66.049  1.87  652 OSP
 17.2  304.324   14.551   61.166  1.50  827 NPE
 17.2  223.223   45.179   47.441  3.00  836 ABH
 17.2  231.808   47.024   48.956  3.01  841 DHE
 17.2  273.663   48.167   53.690  4.69  912 BCY
 17.4  175.292    9.338   21.157  1.50   21 AVB
 17.4  217.188   40.165   46.472  2.55   27 KSE
 17.4  296.423   58.875   43.290  4.08   40 ZCY
 17.4  210.435    4.444   41.211  3.00  448 AAL
 17.4  293.016   29.366   61.174  1.67  450 AED
 17.4  226.746   22.687   55.977  3.33  517 ALO
 17.4  230.337   68.033   38.560  3.15  581 NHE
 17.4  263.805   33.128   61.317  5.08  599 POS
 17.4  173.921   32.019   26.508  3.16  647 BCO
 17.4  265.446   24.271   65.560  3.69  648 TAL
 17.4  188.981   -4.208   28.412  3.44  651 OAV
 17.4  244.922    7.733   66.031  1.89  652 OSP
 17.4  304.307   14.545   61.171  1.50  827 NPE
 17.4  223.224   45.165   47.419  3.00  836 ABH
 17.4  231.829   46.966   48.990  3.01  841 DHE
 17.4  273.652   48.168   53.680  4.69  912 BCY
 17.6  175.189    9.400   21.121  1.50   21 AVB
 17.6  217.177   40.122   46.474  2.55   27 KSE
 17.6  296.432   58.854   43.285  4.05   40 ZCY
 17.6  210.426    4.425   41.222  3.00  448 AAL
 17.6  293.045   29.397   61.145  1.70  450 AED
 17.6  226.737   22.729   55.978  3.30  517 ALO
 17.6  230.258   67.953   38.583  3.15  581 NHE
 17.6  263.818   33.122   61.316  5.11  599 POS
 17.6  173.886   32.099   26.497  3.15  647 BCO
 17.6  265.443   24.279   65.552  3.68  648 TAL
 17.6  188.908   -4.228   28.371  3.45  651 OAV
 17.6  244.871    7.716   66.012  1.92  652 OSP
 17.6  304.290   14.539   61.176  1.50  827 NPE
 17.6  223.226   45.151   47.398  3.00  836 ABH
 17.6  231.850   46.909   49.025  3.02  841 DHE
 17.6  273.641   48.168   53.671  4.69  912 BCY
 17.8  175.087    9.461   21.084  1.50   21 AVB
 17.8  217.166   40.079   46.477  2.55   27 KSE
 17.8  296.440   58.832   43.279  4.02   40 ZCY
 17.8  210.416    4.406   41.232  3.00  448 AAL
 17.8  293.073   29.428   61.115  1.74  450 AED
 17.8  226.728   22.771   55.980  3.28  517 ALO
 17.8  230.180   67.874   38.606  3.15  581 NHE
 17.8  263.830   33.116   61.314  5.14  599 POS
 17.8  173.852   32.179   26.486  3.14  647 BCO
 17.8  265.439   24.287   65.544  3.67  648 TAL
 17.8  188.835   -4.247   28.330  3.45  651 OAV
 17.8  244.821    7.699   65.994  1.95  652 OSP
 17.8  304.273   14.533   61.181  1.50  827 NPE
 17.8  223.227   45.136   47.376  3.00  836 ABH
 17.8  231.871   46.851   49.059  3.02  841 DHE
 17.8  273.631   48.169   53.661  4.69  912 BCY
 18.0  174.984    9.523   21.048  1.50   21 AVB
 18.0  217.155   40.037   46.479  2.55   27 KSE
 18.0  296.448   58.810   43.274  3.98   40 ZCY
 18.0  210.407    4.387   41.243  3.00  448 AAL
 18.0  293.101   29.460   61.085  1.77  450 AED
 18.0  226.719   22.814   55.981  3.25  517 ALO
 18.0  230.101   67.795   38.629  3.15  581 NHE
 18.0  263.843   33.111   61.312  5.17  599 POS
 18.0  173.818   32.259   26.475  3.13  647 BCO
 18.0  265.436   24.295   65.536  3.67  648 TAL
 18.0  188.763   -4.266   28.288  3.46  651 OAV
 18.0  244.770    7.682   65.976  1.97  652 OSP
